# device: DFS-X 100N (synthetic demo)
# horizon: fixed horizon, 20 s
t_s,force_N,latency_ms
5.371429,-2.8400,6.269
5.377143,-3.0600,6.107
5.382857,-3.1600,4.325
5.388571,-3.2600,5.356
5.394286,-3.4000,6.298
5.400000,-3.7000,3.500
5.405714,-3.8800,4.192
5.411429,-4.0200,3.500
5.417143,-4.3600,5.731
5.422857,-4.4200,4.973
5.428571,-4.6200,3.956
5.434286,-4.8200,5.612
5.440000,-5.1000,4.573
5.445714,-5.2600,6.184
5.451429,-5.5000,4.766
5.457143,-5.6600,5.397
5.462857,-5.9800,3.500
5.468571,-6.2000,5.544
5.474286,-6.4400,4.546
5.480000,-6.6600,3.500
5.485714,-7.0800,3.500
5.491429,-7.2400,3.832
5.497143,-7.4600,5.940
5.502857,-7.7800,3.500
5.508571,-8.1400,6.411
5.514286,-8.3400,4.791
5.520000,-8.6200,5.281
5.525714,-8.9600,5.905
5.531429,-9.3200,4.051
5.537143,-9.6000,4.966
5.542857,-9.9000,4.826
5.548571,-10.2400,4.293
5.554286,-10.6200,6.027
5.560000,-10.9000,5.147
5.565714,-11.2000,5.907
5.571429,-11.5400,6.032
5.577143,-11.8600,5.481
5.582857,-12.2000,5.928
5.588571,-12.5000,3.651
5.594286,-12.7800,3.500
5.600000,-13.2000,6.743
5.605714,-13.6600,4.546
5.611429,-14.0600,5.782
5.617143,-14.2800,6.317
5.622857,-14.6200,5.441
5.628571,-15.0400,5.969
5.634286,-15.3200,3.544
5.640000,-15.7200,3.500
5.645714,-16.0000,3.611
5.651429,-16.3800,4.270
5.657143,-16.6800,3.500
5.662857,-17.1200,4.516
5.668571,-17.4000,3.500
5.674286,-17.7000,6.196
5.680000,-18.1000,5.519
5.685714,-18.2400,15.895
5.691429,-18.6800,3.500
5.697143,-18.9000,4.529
5.702857,-19.3000,6.746
5.708571,-19.5600,4.144
5.714286,-19.7800,6.029
5.720000,-20.1000,3.935
5.725714,-20.3800,4.816
5.731429,-20.6400,8.176
5.737143,-20.9800,5.805
5.742857,-21.1600,6.579
5.748571,-21.4200,4.942
5.754286,-21.6000,3.500
5.760000,-21.8400,3.500
5.765714,-22.0200,5.996
5.771429,-22.2000,5.361
5.777143,-22.3800,6.747
5.782857,-22.5400,4.429
5.788571,-22.7400,5.427
5.794286,-22.9000,4.165
5.800000,-23.0000,22.484
5.805714,-23.0200,3.500
5.811429,-23.1600,5.045
5.817143,-23.2400,3.936
5.822857,-23.2800,4.845
5.828571,-23.4600,6.218
5.834286,-23.4200,5.465
5.840000,-23.5400,5.752
5.845714,-23.5200,4.048
5.851429,-23.4800,3.500
5.857143,-23.4000,3.649
5.862857,-23.5000,5.314
5.868571,-23.4400,3.597
5.874286,-23.3200,5.445
5.880000,-23.3800,3.500
5.885714,-23.2000,4.812
5.891429,-23.1400,6.599
5.897143,-23.0600,5.603
5.902857,-22.9000,30.342
5.908571,-22.7400,5.815
5.914286,-22.6800,4.840
5.920000,-22.4400,4.251
5.925714,-22.2800,6.350
5.931429,-22.1800,5.456
5.937143,-21.8400,3.500
5.942857,-21.6600,4.231
5.948571,-21.5400,6.851
5.954286,-21.3000,4.862
5.960000,-20.9800,7.376
5.965714,-20.8000,5.904
5.971429,-20.6200,6.138
5.977143,-20.2000,3.500
5.982857,-19.9800,4.427
5.988571,-19.6000,6.810
5.994286,-19.4000,6.648
6.000000,-19.1000,5.235
6.005714,-18.6600,4.204
6.011429,-18.5000,3.923
6.017143,-18.2200,4.673
6.022857,-17.8400,4.872
6.028571,-17.4800,3.823
6.034286,-17.2600,3.832
6.040000,-16.9200,5.680
6.045714,-16.5000,6.521
6.051429,-16.3400,5.498
6.057143,-15.9000,5.140
6.062857,-15.4600,6.639
6.068571,-15.1800,3.558
6.074286,-14.8800,4.805
6.080000,-14.3600,4.523
6.085714,-14.1800,4.372
6.091429,-13.7800,3.849
6.097143,-13.4200,6.200
6.102857,-13.0600,5.710
6.108571,-12.7400,4.722
6.114286,-12.3800,6.838
6.120000,-12.0200,3.500
6.125714,-11.7000,4.775
6.131429,-11.3600,3.876
6.137143,-11.1400,7.012
6.142857,-10.6600,4.784
6.148571,-10.4400,5.374
6.154286,-10.1400,4.576
6.160000,-9.6600,6.319
6.165714,-9.4800,18.309
6.171429,-9.1000,5.584
6.177143,-8.8400,5.189
6.182857,-8.5200,6.031
6.188571,-8.1800,5.616
6.194286,-7.9600,5.746
6.200000,-7.6200,3.500
6.205714,-7.3400,6.465
6.211429,-7.0200,6.309
6.217143,-6.8400,5.834
6.222857,-6.5000,4.663
6.228571,-6.2200,5.053
6.234286,-5.9800,3.718
6.240000,-5.7800,4.427
6.245714,-5.5600,7.405
6.251429,-5.2000,4.865
6.257143,-5.0200,4.343
6.262857,-4.9600,5.358
6.268571,-4.6600,4.861
6.274286,-4.4600,3.732
6.280000,-4.3000,5.598
6.285714,-4.1000,4.490
6.291429,-3.9000,5.078
6.297143,-3.7000,6.436
6.302857,-3.5600,5.332
6.308571,-3.3800,6.624
6.314286,-3.1800,5.658
6.320000,-3.0800,4.211
6.325714,-2.9200,4.097
6.331429,-2.7400,5.116
6.337143,-2.5800,3.772
6.342857,-2.4600,5.553
6.348571,-2.3800,6.809
6.354286,-2.2600,4.749
6.360000,-2.2200,4.867
6.365714,-2.0200,25.300
6.371429,-1.9800,6.072
6.377143,-1.8800,5.693
6.382857,-1.7000,6.168
6.388571,-1.6400,5.216
6.394286,-1.5200,6.894
6.400000,-1.5000,6.135
6.405714,-1.3200,3.500
6.411429,-1.3000,5.917
6.417143,-1.1600,5.494
6.422857,-1.1200,3.500
6.428571,-1.0800,6.375
6.434286,-1.0400,4.945
6.440000,-0.9600,4.339
6.445714,-0.8600,3.500
6.451429,-0.8200,4.984
6.457143,-0.8600,5.014
6.462857,-0.7000,5.753
6.468571,-0.7200,5.301
6.474286,-0.6200,4.978
6.480000,-0.6400,4.085
6.485714,-0.5400,4.630
6.491429,-0.5800,5.677
6.497143,-0.5000,3.500
6.502857,-0.4800,4.393
6.508571,-0.4600,4.999
6.514286,-0.4400,4.955
6.520000,-0.3800,5.816
6.525714,-0.4400,7.184
6.531429,-0.2800,4.621
6.537143,-0.2600,4.722
6.542857,-0.3000,4.532
6.548571,-0.3400,3.500
6.554286,-0.2800,6.450
6.560000,-0.1800,5.405
6.565714,-0.1800,5.850
6.571429,-0.2200,5.047
6.577143,-0.1400,6.031
6.582857,-0.2200,4.726
6.588571,-0.1800,5.851
6.594286,-0.1200,4.265
6.600000,-0.1400,6.466
6.605714,-0.1600,3.623
6.611429,-0.2400,5.848
6.617143,-0.0800,5.324
6.622857,-0.0800,6.001
6.628571,-0.1800,4.694
6.634286,-0.0600,4.165
6.640000,-0.0800,4.370
6.645714,-0.0600,4.675
6.651429,-0.0200,4.841
6.657143,-0.1000,3.865
6.662857,-0.0200,4.647
6.668571,-0.0200,3.500
6.674286,-0.0000,4.540
6.680000,0.0400,4.788
6.685714,-0.0000,7.348
6.691429,-0.0600,6.905
6.697143,0.0600,6.475
6.702857,-0.0800,5.921
6.708571,-0.0600,4.964
6.714286,-0.0800,3.500
6.720000,-0.0200,4.601
6.725714,0.0400,4.509
6.731429,0.0400,4.127
6.737143,0.0000,6.083
6.742857,-0.0400,4.701
6.748571,-0.0400,4.061
6.754286,-0.0400,3.500
6.760000,0.0400,6.657
6.765714,-0.0600,6.173
6.771429,0.0400,4.948
6.777143,-0.0200,5.524
6.782857,0.0000,4.881
6.788571,0.0600,5.896
6.794286,-0.0400,5.405
6.800000,0.0800,4.481
6.805714,-0.0800,4.271
6.811429,-0.0400,3.500
6.817143,-0.0800,4.594
6.822857,-0.0400,6.383
6.828571,0.0200,3.500
6.834286,0.0400,5.559
6.840000,0.0200,5.551
6.845714,0.0200,4.270
6.851429,-0.0600,3.500
6.857143,-0.0600,4.275
6.862857,0.0200,4.281
6.868571,0.0600,5.680
6.874286,-0.0200,5.602
6.880000,-0.0600,4.665
6.885714,-0.0800,5.703
6.891429,-0.0400,4.018
6.897143,0.0800,5.048
6.902857,-0.0200,6.339
6.908571,-0.0600,4.616
6.914286,-0.0400,4.909
6.920000,-0.0200,3.500
6.925714,0.0200,4.774
6.931429,-0.0400,5.579
6.937143,-0.0400,21.749
6.942857,-0.0000,6.752
6.948571,0.0200,5.784
6.954286,0.0400,5.095
6.960000,0.0200,6.139
6.965714,-0.0200,6.479
6.971429,-0.0800,6.499
6.977143,-0.0400,3.817
6.982857,0.0200,4.166
6.988571,-0.0600,5.030
6.994286,0.0200,4.122
7.000000,-0.0200,7.364
7.005714,-0.0200,3.500
7.011429,0.0600,5.243
7.017143,0.0200,3.500
7.022857,0.0600,3.704
7.028571,-0.0400,6.554
7.034286,0.0600,4.861
7.040000,0.0400,5.146
7.045714,-0.1400,5.568
7.051429,-0.0000,4.434
7.057143,0.0800,5.713
7.062857,0.0400,5.730
7.068571,-0.0200,5.012
7.074286,-0.0200,4.568
7.080000,-0.0600,5.258
7.085714,0.0200,6.150
7.091429,-0.0800,4.814
7.097143,-0.0600,4.905
7.102857,0.0600,3.500
7.108571,-0.0000,6.053
7.114286,-0.0200,4.251
7.120000,-0.0000,6.115
7.125714,0.1400,5.632
7.131429,0.0600,6.528
7.137143,-0.0400,5.515
7.142857,0.0800,3.942
7.148571,-0.0000,7.819
7.154286,0.0400,6.495
7.160000,-0.0200,5.025
7.165714,-0.0400,4.208
7.171429,0.0400,20.458
7.177143,-0.0400,6.871
7.182857,-0.0400,4.731
7.188571,0.0400,5.410
7.194286,-0.0600,6.033
7.200000,-0.0800,5.386
7.205714,0.0200,5.653
7.211429,-0.1000,4.859
7.217143,-0.0400,5.880
7.222857,-0.0200,6.246
7.228571,-0.0600,4.897
7.234286,-0.0600,5.428
7.240000,0.0400,4.604
7.245714,0.0200,5.338
7.251429,-0.0400,6.629
7.257143,0.0200,5.469
7.262857,0.0800,4.579
7.268571,-0.0600,22.059
7.274286,0.0000,3.731
7.280000,0.1000,4.693
7.285714,0.0400,6.554
7.291429,0.0400,6.886
7.297143,-0.0200,3.500
7.302857,-0.0400,5.878
7.308571,0.0600,5.270
7.314286,0.0400,3.500
7.320000,-0.0000,5.517
7.325714,-0.0200,5.468
7.331429,-0.0800,5.787
7.337143,0.0000,3.500
7.342857,-0.0400,4.429
7.348571,-0.0000,5.526
7.354286,0.0400,3.500
7.360000,0.0400,6.793
7.365714,0.0400,5.433
7.371429,0.1200,22.632
7.377143,0.0600,6.620
7.382857,-0.0400,6.454
7.388571,-0.0400,4.552
7.394286,0.1200,3.888
7.400000,-0.0400,5.944
7.405714,-0.0000,8.277
7.411429,0.0800,5.305
7.417143,0.0800,4.577
7.422857,-0.0000,3.672
7.428571,0.0200,5.946
7.434286,-0.0800,3.500
7.440000,-0.0400,5.761
7.445714,-0.0200,5.627
7.451429,-0.0000,5.303
7.457143,-0.0200,4.697
7.462857,0.0000,7.507
7.468571,0.1000,5.096
7.474286,0.0200,7.213
7.480000,0.0200,5.749
7.485714,-0.0000,6.650
7.491429,-0.0200,4.458
7.497143,0.0600,5.628
7.502857,-0.0600,5.076
7.508571,-0.0000,4.768
7.514286,-0.0600,26.953
7.520000,0.0000,5.144
7.525714,0.0000,7.680
7.531429,0.0400,7.183
7.537143,0.0600,4.849
7.542857,0.0400,7.345
7.548571,0.0800,5.235
7.554286,0.0800,21.836
7.560000,0.0200,4.940
7.565714,0.0200,5.623
7.571429,-0.1000,5.924
7.577143,0.0200,5.251
7.582857,-0.0000,5.045
7.588571,-0.0800,5.759
7.594286,-0.0200,5.166
7.600000,0.0400,3.795
7.605714,-0.0600,4.853
7.611429,0.0600,5.017
7.617143,0.0200,4.471
7.622857,-0.0200,5.548
7.628571,-0.0200,5.185
7.634286,0.0400,4.239
7.640000,-0.0800,6.552
7.645714,0.1000,4.548
7.651429,-0.0400,5.304
7.657143,-0.0400,4.869
7.662857,0.0600,4.119
7.668571,0.0400,5.673
7.674286,0.0600,5.297
7.680000,0.0400,5.882
7.685714,0.0200,7.300
7.691429,-0.0800,5.092
7.697143,-0.0400,4.762
7.702857,0.0000,3.500
7.708571,-0.0000,5.646
7.714286,-0.1200,4.213
7.720000,0.0400,4.111
7.725714,0.0800,4.321
7.731429,0.0600,5.550
7.737143,-0.0600,4.678
7.742857,0.0200,4.698
7.748571,-0.1200,4.632
7.754286,0.0800,4.967
7.760000,-0.1000,4.619
7.765714,0.0000,4.138
7.771429,0.0400,3.716
7.777143,0.0600,6.132
7.782857,0.0000,32.261
7.788571,-0.0800,4.956
7.794286,-0.0200,4.208
7.800000,-0.0200,7.063
7.805714,0.0000,4.516
7.811429,0.0400,5.805
7.817143,0.0200,3.559
7.822857,0.1000,6.296
7.828571,0.0200,5.836
7.834286,-0.0400,3.947
7.840000,0.0600,5.100
7.845714,-0.0400,3.768
7.851429,-0.0000,4.618
7.857143,-0.0000,3.500
7.862857,-0.1400,5.229
7.868571,-0.0000,6.217
7.874286,-0.0000,4.218
7.880000,-0.0400,4.533
7.885714,-0.0200,5.375
7.891429,-0.0800,3.500
7.897143,-0.0200,5.148
7.902857,0.0600,4.431
7.908571,-0.0400,5.034
7.914286,-0.0600,3.500
7.920000,-0.0600,3.708
7.925714,0.0800,4.598
7.931429,-0.1000,5.909
7.937143,0.0200,3.500
7.942857,-0.0200,3.500
7.948571,0.0600,4.611
7.954286,0.0400,4.370
7.960000,-0.0400,5.277
7.965714,-0.1200,4.064
7.971429,0.0400,5.061
7.977143,0.0400,3.753
7.982857,-0.1000,5.047
7.988571,-0.0000,6.063
7.994286,-0.0800,4.275
8.000000,-0.0800,4.387
8.005714,-0.1200,6.663
8.011429,0.0000,3.957
8.017143,-0.0400,3.694
8.022857,-0.0200,3.500
8.028571,0.0200,3.957
8.034286,-0.0200,4.831
8.040000,-0.0200,4.415
8.045714,-0.0200,7.580
8.051429,-0.1000,3.987
8.057143,-0.0600,3.835
8.062857,-0.1200,4.822
8.068571,-0.1000,6.366
8.074286,-0.0600,4.429
8.080000,-0.0000,5.162
8.085714,0.0400,5.196
8.091429,-0.1200,4.452
8.097143,-0.0600,4.910
8.102857,-0.0800,3.556
8.108571,-0.0400,3.500
8.114286,-0.0400,4.436
8.120000,-0.0600,6.022
8.125714,-0.1200,4.903
8.131429,-0.0600,3.715
8.137143,-0.0400,4.631
8.142857,-0.1000,6.510
8.148571,0.0200,3.787
8.154286,-0.1000,5.045
8.160000,-0.1200,5.083
8.165714,-0.0800,6.048
8.171429,-0.1000,4.203
8.177143,-0.1600,6.380
8.182857,-0.1000,4.426
8.188571,-0.0200,5.832
8.194286,-0.0000,6.245
8.200000,-0.1400,7.043
8.205714,-0.0600,7.106
8.211429,-0.1000,3.820
8.217143,-0.1000,6.724
8.222857,-0.0600,3.500
8.228571,-0.0800,4.361
8.234286,-0.1200,5.318
8.240000,-0.1800,3.500
8.245714,-0.2000,5.074
8.251429,-0.1400,5.590
8.257143,-0.1200,6.042
8.262857,-0.1200,4.791
8.268571,-0.1000,6.494
8.274286,-0.1000,5.058
8.280000,-0.2800,6.005
8.285714,-0.1200,6.213
8.291429,-0.2200,7.220
8.297143,-0.1200,4.878
8.302857,-0.1600,5.677
8.308571,-0.1400,4.886
8.314286,-0.2000,4.785
8.320000,-0.1800,3.994
8.325714,-0.2800,6.198
8.331429,-0.1400,3.864
8.337143,-0.2200,3.540
8.342857,-0.3400,4.804
8.348571,-0.1600,4.341
8.354286,-0.1400,7.743
8.360000,-0.2600,5.313
8.365714,-0.1600,7.646
8.371429,-0.2800,3.500
8.377143,-0.3600,4.141
8.382857,-0.2600,6.627
8.388571,-0.2400,4.241
8.394286,-0.2600,4.188
8.400000,-0.2600,5.637
8.405714,-0.2600,4.159
8.411429,-0.2600,4.156
8.417143,-0.3000,5.928
8.422857,-0.3200,4.659
8.428571,-0.3000,29.200
8.434286,-0.3200,6.376
8.440000,-0.3200,6.495
8.445714,-0.3800,6.030
8.451429,-0.3600,7.394
8.457143,-0.3200,4.564
8.462857,-0.3200,3.894
8.468571,-0.3600,7.183
8.474286,-0.3600,5.456
8.480000,-0.3400,4.683
8.485714,-0.3400,3.500
8.491429,-0.3400,6.275
8.497143,-0.4800,6.020
8.502857,-0.4200,4.133
8.508571,-0.3800,5.478
8.514286,-0.4000,6.114
8.520000,-0.4000,3.500
8.525714,-0.4200,5.905
8.531429,-0.4800,5.269
8.537143,-0.4000,3.914
8.542857,-0.5400,4.521
8.548571,-0.4200,4.507
8.554286,-0.4800,4.168
8.560000,-0.5600,4.580
8.565714,-0.5200,3.500
8.571429,-0.4600,4.784
8.577143,-0.5600,7.170
8.582857,-0.6000,5.414
8.588571,-0.5600,4.164
8.594286,-0.6000,5.572
8.600000,-0.6400,5.788
8.605714,-0.5600,5.597
8.611429,-0.5600,6.306
8.617143,-0.6400,3.804
8.622857,-0.6000,6.219
8.628571,-0.6600,3.583
8.634286,-0.6600,5.197
8.640000,-0.6600,3.500
8.645714,-0.6000,5.305
8.651429,-0.6600,3.500
8.657143,-0.7600,5.227
8.662857,-0.7000,8.430
8.668571,-0.7400,3.500
8.674286,-0.7600,5.129
8.680000,-0.8000,5.245
8.685714,-0.7800,4.945
8.691429,-0.8000,5.726
8.697143,-0.8200,3.500
8.702857,-0.8800,6.929
8.708571,-0.9200,5.605
8.714286,-0.8400,5.829
8.720000,-0.8600,4.910
8.725714,-0.7800,5.997
8.731429,-0.9000,3.500
8.737143,-0.8600,6.098
8.742857,-0.8800,4.275
8.748571,-0.9600,5.429
8.754286,-0.9600,5.865
8.760000,-1.0000,5.865
8.765714,-0.9200,6.052
8.771429,-1.1000,5.526
8.777143,-1.0400,3.500
8.782857,-1.0000,6.294
8.788571,-1.0800,5.388
8.794286,-1.1200,5.350
8.800000,-1.1000,3.500
8.805714,-1.1200,4.963
8.811429,-1.1200,5.589
8.817143,-1.1600,5.528
8.822857,-1.1600,5.216
8.828571,-1.1800,6.350
8.834286,-1.3000,3.741
8.840000,-1.2800,3.500
8.845714,-1.2400,3.500
8.851429,-1.2800,5.304
8.857143,-1.3200,5.636
8.862857,-1.3200,5.238
8.868571,-1.3200,5.170
8.874286,-1.4400,3.500
8.880000,-1.4800,5.572
8.885714,-1.5000,4.627
8.891429,-1.3600,7.088
8.897143,-1.5400,3.507
8.902857,-1.5200,28.478
8.908571,-1.5400,5.422
8.914286,-1.5000,3.500
8.920000,-1.6600,4.050
8.925714,-1.6000,6.685
8.931429,-1.5600,5.528
8.937143,-1.6000,4.515
8.942857,-1.6600,7.142
8.948571,-1.7200,5.494
8.954286,-1.6400,5.326
8.960000,-1.8400,4.354
8.965714,-1.7400,6.562
8.971429,-1.7800,3.500
8.977143,-1.8000,6.509
8.982857,-1.8600,6.150
8.988571,-1.8800,5.051
8.994286,-1.8800,7.431
9.000000,-2.0000,5.333
9.005714,-2.0400,5.420
9.011429,-2.0000,3.979
9.017143,-2.0200,4.440
9.022857,-2.0600,5.740
9.028571,-2.0200,5.728
9.034286,-2.1400,5.392
9.040000,-2.1200,5.358
9.045714,-2.1600,6.540
9.051429,-2.0800,4.723
9.057143,-2.3000,5.455
9.062857,-2.3000,3.500
9.068571,-2.3200,20.357
9.074286,-2.2600,4.676
9.080000,-2.4000,6.939
9.085714,-2.3000,5.739
9.091429,-2.3400,5.560
9.097143,-2.4000,22.418
9.102857,-2.4600,3.500
9.108571,-2.6000,4.869
9.114286,-2.5400,4.214
9.120000,-2.6400,4.362
9.125714,-2.6200,4.558
9.131429,-2.6400,3.975
9.137143,-2.6800,6.044
9.142857,-2.6600,5.500
9.148571,-2.7400,6.896
9.154286,-2.8400,3.789
9.160000,-2.8600,7.542
9.165714,-2.9000,4.337
9.171429,-2.8800,5.233
9.177143,-2.8400,7.342
9.182857,-2.9200,6.306
9.188571,-2.9600,3.500
9.194286,-3.0600,6.030
9.200000,-2.9200,6.844
9.205714,-3.0800,5.531
9.211429,-2.9800,5.796
9.217143,-3.1800,3.846
9.222857,-3.2000,21.563
9.228571,-3.0800,4.410
9.234286,-3.3000,3.500
9.240000,-3.2600,4.034
9.245714,-3.3200,4.467
9.251429,-3.3800,3.992
9.257143,-3.2800,16.315
9.262857,-3.4600,4.165
9.268571,-3.4000,6.663
9.274286,-3.4200,6.746
9.280000,-3.5600,7.898
9.285714,-3.6400,4.080
9.291429,-3.6800,5.427
9.297143,-3.6600,5.145
9.302857,-3.6400,4.329
9.308571,-3.6800,4.048
9.314286,-3.7400,6.097
9.320000,-3.7600,6.160
9.325714,-3.7400,7.459
9.331429,-3.8000,3.653
9.337143,-3.8400,6.707
9.342857,-3.9200,4.378
9.348571,-3.9000,3.753
9.354286,-3.9600,27.784
9.360000,-4.0400,4.930
9.365714,-4.0600,6.955
9.371429,-4.0000,3.500
9.377143,-4.0200,6.387
9.382857,-4.1600,3.845
9.388571,-4.2800,4.121
9.394286,-4.1800,3.500
9.400000,-4.2800,30.553
9.405714,-4.2400,4.521
9.411429,-4.3200,6.500
9.417143,-4.2200,5.332
9.422857,-4.3600,3.830
9.428571,-4.3600,3.756
9.434286,-4.5000,3.654
9.440000,-4.6200,3.500
9.445714,-4.5000,5.600
9.451429,-4.5200,3.678
9.457143,-4.5400,4.267
9.462857,-4.6200,5.004
9.468571,-4.7000,4.670
9.474286,-4.7400,5.085
9.480000,-4.6600,5.841
9.485714,-4.7000,5.584
9.491429,-4.8000,3.675
9.497143,-4.8200,4.983
9.502857,-4.8600,3.500
9.508571,-4.9400,4.640
9.514286,-4.8600,5.518
9.520000,-4.8600,4.577
9.525714,-4.9600,5.525
9.531429,-5.0400,6.677
9.537143,-5.0000,6.684
9.542857,-4.9600,3.500
9.548571,-4.9400,4.178
9.554286,-5.0600,4.846
9.560000,-5.1400,6.274
9.565714,-5.2400,4.533
9.571429,-5.2400,7.080
9.577143,-5.2000,5.734
9.582857,-5.2000,3.936
9.588571,-5.2400,3.949
9.594286,-5.2800,4.071
9.600000,-5.3800,3.500
9.605714,-5.4000,4.667
9.611429,-5.3400,6.677
9.617143,-5.4200,5.505
9.622857,-5.3200,6.452
9.628571,-5.4800,4.267
9.634286,-5.3600,4.007
9.640000,-5.5000,4.500
9.645714,-5.4800,3.913
9.651429,-5.5000,7.357
9.657143,-5.5400,25.648
9.662857,-5.6400,6.220
9.668571,-5.6000,5.387
9.674286,-5.5200,4.325
9.680000,-5.6800,6.220
9.685714,-5.7200,5.688
9.691429,-5.6600,5.456
9.697143,-5.6800,4.982
9.702857,-5.7400,5.331
9.708571,-5.7400,5.677
9.714286,-5.7400,7.080
9.720000,-5.7600,4.669
9.725714,-5.7400,4.460
9.731429,-5.7400,3.626
9.737143,-5.7600,4.858
9.742857,-5.7800,5.429
9.748571,-5.7200,7.162
9.754286,-5.7800,3.687
9.760000,-5.9800,3.500
9.765714,-5.8600,4.351
9.771429,-5.9400,4.680
9.777143,-5.9000,4.131
9.782857,-5.8400,7.733
9.788571,-5.9000,3.500
9.794286,-5.9200,3.653
9.800000,-5.8600,4.353
9.805714,-6.0000,5.538
9.811429,-5.9400,5.941
9.817143,-5.9200,5.061
9.822857,-5.9400,5.705
9.828571,-6.0200,4.609
9.834286,-5.9600,3.500
9.840000,-5.9200,5.004
9.845714,-5.9600,3.678
9.851429,-5.9600,3.500
9.857143,-5.9600,3.965
9.862857,-5.9800,4.500
9.868571,-6.0600,4.967
9.874286,-6.0000,5.003
9.880000,-5.9800,5.133
9.885714,-6.1600,6.884
9.891429,-5.9600,32.872
9.897143,-5.9800,5.313
9.902857,-6.0600,6.736
9.908571,-6.0400,6.392
9.914286,-6.0000,4.000
9.920000,-5.9800,5.472
9.925714,-6.0200,4.050
9.931429,-5.9400,5.053
9.937143,-5.9600,6.832
9.942857,-6.0200,5.153
9.948571,-6.0000,4.578
9.954286,-5.9600,3.500
9.960000,-5.9400,5.469
9.965714,-5.9400,4.892
9.971429,-5.9600,5.996
9.977143,-5.9400,5.887
9.982857,-5.9400,5.929
9.988571,-5.9000,6.414
9.994286,-5.9800,4.829
10.000000,-5.8800,6.647
10.005714,-6.0000,3.500
10.011429,-5.8800,6.386
10.017143,-5.8800,3.711
10.022857,-5.8800,3.500
10.028571,-5.9800,4.735
10.034286,-5.7800,4.656
10.040000,-5.8000,6.094
10.045714,-5.8200,4.070
10.051429,-5.7800,3.553
10.057143,-5.8400,5.155
10.062857,-5.7600,5.577
10.068571,-5.6800,3.998
10.074286,-5.8200,5.151
10.080000,-5.6000,3.565
10.085714,-5.7400,5.152
10.091429,-5.6600,4.963
10.097143,-5.7200,3.500
10.102857,-5.6400,5.571
10.108571,-5.7200,4.771
10.114286,-5.6600,3.819
10.120000,-5.6200,7.255
10.125714,-5.6200,5.562
10.131429,-5.5800,4.466
10.137143,-5.5000,4.261
10.142857,-5.6000,5.312
10.148571,-5.5600,6.030
10.154286,-5.4800,18.920
10.160000,-5.5000,5.676
10.165714,-5.4800,3.858
10.171429,-5.4000,4.743
10.177143,-5.4200,6.239
10.182857,-5.3600,5.140
10.188571,-5.3400,5.726
10.194286,-5.3400,4.659
10.200000,-5.3000,6.564
10.205714,-5.2200,4.216
10.211429,-5.1800,4.035
10.217143,-5.2200,3.500
10.222857,-5.2400,5.356
10.228571,-5.2400,4.837
10.234286,-5.2400,6.010
10.240000,-5.1600,4.432
10.245714,-5.1200,3.500
10.251429,-5.0600,5.051
10.257143,-5.1200,3.926
10.262857,-4.9200,4.215
10.268571,-4.9200,6.267
10.274286,-4.8800,5.543
10.280000,-4.9400,4.446
10.285714,-4.8600,4.953
10.291429,-4.9000,3.566
10.297143,-4.7400,3.500
10.302857,-4.8400,5.660
10.308571,-4.7800,6.379
10.314286,-4.6600,5.478
10.320000,-4.5800,3.738
10.325714,-4.6600,4.847
10.331429,-4.6600,4.884
10.337143,-4.7200,4.925
10.342857,-4.4800,3.500
10.348571,-4.5200,5.556
10.354286,-4.6000,4.761
10.360000,-4.4200,3.651
10.365714,-4.4000,3.500
10.371429,-4.4200,3.536
10.377143,-4.4000,4.057
10.382857,-4.3000,5.271
10.388571,-4.3000,5.925
10.394286,-4.2400,3.500
10.400000,-4.1800,5.799
10.405714,-4.1400,5.951
10.411429,-4.1400,4.088
10.417143,-4.1000,4.076
10.422857,-4.1600,7.233
10.428571,-4.1200,4.710
10.434286,-4.0000,5.715
10.440000,-3.9600,4.575
10.445714,-3.9400,4.644
10.451429,-3.9000,3.500
10.457143,-3.9200,4.729
10.462857,-3.8400,3.581
10.468571,-3.8800,3.846
10.474286,-3.8000,5.582
10.480000,-3.7200,4.335
10.485714,-3.7600,7.588
10.491429,-3.6000,4.683
10.497143,-3.6000,5.970
10.502857,-3.5600,5.442
10.508571,-3.6000,3.500
10.514286,-3.6200,3.500
10.520000,-3.5600,3.500
10.525714,-3.4600,4.757
10.531429,-3.4600,6.287
10.537143,-3.3800,25.406
10.542857,-3.3800,5.183
10.548571,-3.3800,5.198
10.554286,-3.2600,8.174
10.560000,-3.2000,4.337
10.565714,-3.2800,4.371
10.571429,-3.1800,4.927
10.577143,-3.1600,5.154
10.582857,-3.1200,3.500
10.588571,-3.1200,4.972
10.594286,-3.1400,4.272
10.600000,-2.9600,4.815
10.605714,-3.0600,3.817
10.611429,-3.0200,5.964
10.617143,-2.9000,28.063
10.622857,-2.9000,5.657
10.628571,-2.9200,6.047
10.634286,-2.8800,3.931
10.640000,-2.8200,3.954
10.645714,-2.8000,4.260
10.651429,-2.7000,5.841
10.657143,-2.7600,6.130
10.662857,-2.6600,6.085
10.668571,-2.5600,5.201
10.674286,-2.6000,5.340
10.680000,-2.6200,5.990
10.685714,-2.5800,4.165
10.691429,-2.5200,4.569
10.697143,-2.5200,5.474
10.702857,-2.3800,6.882
10.708571,-2.5200,5.752
10.714286,-2.3000,4.961
10.720000,-2.4600,4.404
